"site","standunique","stockdens","siteage","logged","year","jd","time","temp","obs","firstyr","W1","W2","W3","W4","W5","W6","W7","W8","W9","year.unscale","temp.unscale","jd.unscale","time.unscale","siteage.unscale"
217,188,7,-1.24089766365308,1,0.881707336994224,-1.37604374416066,1.96612802493875,0.751937568256145,92,1,0,0,1,0,1,0,0,0,0,2012,64,174,9.23333333333333,77
217,188,7,-1.41080015880826,1,-0.867930659853561,0.899692193007918,1.36083226143494,-1.06393837352508,81,1,1,0,0,0,0,0,0,0,0,2009,51,182,8.5,74
217,188,7,-1.29753182870481,1,0.298494671378296,0.615225200861845,1.23702176435461,1.31066862726575,86,1,0,0,0,0,0,0,0,0,0,2011,68,181,8.35,76
217,188,7,-1.18426349860135,1,1.46492000261015,-0.807109759868518,3.05290905486606,2.98686180429457,92,0,0,0,0,0,0,0,0,0,0,2013,80,176,10.55,78
217,188,7,-1.46743432385999,1,-1.45114332546949,1.46862617730006,2.07618180012127,0.751937568256145,79,1,0,0,0,0,0,0,0,0,0,2008,64,184,9.36666666666667,73
217,188,7,-1.35416599375653,1,-0.284717994237633,0.615225200861845,-0.496325194769951,-1.48298666778228,83,1,0,0,0,0,0,0,0,0,0,2010,48,181,6.25,75
226,191,9,-1.35416599375653,0,-0.284717994237633,0.615225200861845,-0.909026851704371,-1.90203496203948,85,1,1,0,0,0,0,0,0,0,0,2010,45,181,5.75,75
226,191,9,-1.18426349860135,0,1.46492000261015,-0.238175775576373,-0.853999964113115,0.193206509246539,87,0,0,0,1,1,0,0,0,0,0,2013,60,178,5.81666666666667,78
226,191,9,-1.46743432385999,0,-1.45114332546949,1.75309316944614,1.36083226143494,-0.505207314515469,79,1,1,0,0,0,0,0,0,0,0,2008,55,185,8.5,73
226,191,9,-1.29753182870481,0,0.298494671378296,0.330758208715772,-0.936540295499999,-1.34330390302988,85,0,1,0,1,0,0,0,0,0,0,2011,49,180,5.71666666666667,76
226,191,9,-1.41080015880826,0,-0.867930659853561,0.615225200861845,-0.0973802597333449,-1.48298666778228,76,0,0,0,0,0,0,1,0,0,0,2009,48,181,6.73333333333333,74
226,191,9,-1.24089766365308,0,0.881707336994224,-1.37604374416066,-0.964053739295627,-0.505207314515469,91,1,1,1,0,1,0,0,0,0,0,2012,55,174,5.68333333333333,77
300,155,9,-0.334751022825435,0,1.46492000261015,0.330758208715772,-0.248704200609299,-0.0861590202582643,88,0,1,1,0,0,0,0,0,0,0,2013,58,180,6.55,93
300,155,9,-0.448019352928891,0,0.298494671378296,0.0462912165696997,-1.528079337106,-0.365524549763067,85,0,2,0,0,1,0,0,0,0,0,2011,56,179,5,91
300,155,9,-0.504653517980618,0,-0.284717994237633,0.0462912165696997,-1.47305244951475,-0.924255608772674,83,1,2,0,0,1,0,0,0,0,0,2010,52,179,5.06666666666667,90
300,155,9,-0.561287683032346,0,-0.867930659853561,-0.807109759868518,-1.55559278090163,-0.365524549763067,80,1,3,0,0,0,0,0,0,0,0,2009,56,176,4.96666666666667,89
300,155,9,-0.617921848084074,0,-1.45114332546949,1.18415918515399,-1.44553900571912,-0.0861590202582643,75,1,1,0,0,0,0,0,0,0,0,2008,58,183,5.1,88
300,155,9,-0.391385187877163,0,0.881707336994224,-0.807109759868518,-1.36299867433223,-0.924255608772674,79,0,0,0,0,0,0,0,0,0,0,2012,52,176,5.2,92
301,169,9,0.571395618002208,0,0.298494671378296,0.615225200861845,-1.66564655608414,1.31066862726575,84,0,1,0,0,0,0,0,1,0,0,2011,68,181,4.83333333333333,109
301,169,9,0.628029783053935,0,0.881707336994224,-1.09157675201459,-1.39051211812786,1.03130309776095,92,1,2,1,0,0,0,0,0,0,0,2012,66,175,5.16666666666667,110
301,169,9,0.401493122847024,0,-1.45114332546949,1.46862617730006,-1.48680917141256,-0.225841785010666,75,1,1,0,1,0,0,1,0,0,0,2008,57,184,5.05,106
301,169,9,0.684663948105663,0,1.46492000261015,-0.807109759868518,-1.47305244951475,0.472572038751342,87,0,2,0,0,0,0,1,0,0,0,2013,62,176,5.06666666666667,111
301,169,9,0.51476145295048,0,-0.284717994237633,0.330758208715772,-1.45929572761693,-2.32108325629669,81,0,3,0,0,0,1,0,0,0,1,2010,42,180,5.08333333333333,108
301,169,9,0.458127287898752,0,-0.867930659853561,0.330758208715772,1.80104736216499,-0.64489007926787,76,0,5,0,0,1,0,0,0,0,0,2009,54,180,9.03333333333333,107
302,169,9,0.628029783053935,0,0.881707336994224,-1.09157675201459,-0.909026851704371,-0.64489007926787,92,1,1,1,0,0,0,0,0,0,0,2012,54,175,5.75,110
302,169,9,0.684663948105663,0,1.46492000261015,-0.807109759868518,-1.17040456776284,0.472572038751342,87,0,4,0,0,0,0,0,0,0,0,2013,62,176,5.43333333333333,111
302,169,9,0.401493122847024,0,-1.45114332546949,1.46862617730006,-1.28045834294535,-0.365524549763067,75,1,2,0,1,0,0,0,0,0,1,2008,56,184,5.3,106
302,169,9,0.571395618002208,0,0.298494671378296,0.615225200861845,-1.34924195243442,1.03130309776095,84,0,1,1,0,0,0,1,0,0,0,2011,66,181,5.21666666666667,109
302,169,9,0.51476145295048,0,-0.284717994237633,0.330758208715772,-1.26670162104754,-2.32108325629669,81,0,3,0,0,0,1,1,1,0,0,2010,42,180,5.31666666666667,108
303,169,9,0.571395618002208,0,0.298494671378296,0.615225200861845,-1.12913440206939,1.31066862726575,84,0,4,0,0,0,0,0,0,0,0,2011,68,181,5.48333333333333,109
303,169,9,0.51476145295048,0,-0.284717994237633,0.330758208715772,-1.08786423637595,-2.18140049154429,81,0,2,0,1,0,2,0,0,1,0,2010,43,180,5.53333333333333,108
303,169,9,0.684663948105663,0,1.46492000261015,-0.807109759868518,-0.936540295499999,0.472572038751342,87,0,3,0,2,1,0,0,0,0,0,2013,62,176,5.71666666666667,111
303,169,9,0.401493122847024,0,-1.45114332546949,1.46862617730006,-1.47305244951475,0.0535237444941372,76,1,4,1,0,0,0,0,0,0,0,2008,59,184,5.06666666666667,106
303,169,9,0.628029783053935,0,0.881707336994224,-1.09157675201459,-0.578865526156835,-0.0861590202582643,92,1,3,0,0,0,0,0,0,0,0,2012,58,175,6.15,110
349,206,9,-0.561287683032346,0,-0.284717994237633,-0.238175775576373,-0.386271419587439,0.472572038751342,85,1,0,0,0,1,0,0,0,0,0,2010,62,178,6.38333333333333,89
349,206,9,-0.391385187877163,0,1.46492000261015,-1.37604374416066,-0.771459632726231,1.03130309776095,84,0,3,0,1,0,0,0,0,0,0,2013,66,174,5.91666666666667,92
349,206,9,-0.448019352928891,0,0.881707336994224,-0.238175775576373,-0.0836235378355309,0.193206509246539,91,1,2,0,0,2,0,0,0,0,0,2012,60,178,6.75,91
349,206,9,-0.617921848084074,0,-0.867930659853561,-0.522642767722446,-0.867756686010929,-0.924255608772674,80,1,2,0,0,1,0,0,0,0,0,2009,52,177,5.8,88
349,206,9,-0.504653517980618,0,0.298494671378296,-1.09157675201459,-0.317487810098369,-1.62266943253468,79,0,2,0,0,0,0,0,0,0,0,2011,47,175,6.46666666666667,90
349,206,9,-0.674556013135801,0,-1.45114332546949,0.899692193007918,-0.0561100940399031,-0.90219222753015,79,1,1,0,0,0,0,0,1,0,0,2008,52.1579534975674,182,6.78333333333333,87
350,206,9,-0.674556013135801,0,-1.45114332546949,0.899692193007918,0.136484012529493,-0.803705814965269,79,1,1,0,0,0,0,0,0,0,0,2008,52.8630255423501,182,7.01666666666667,87
350,206,9,-0.617921848084074,0,-0.867930659853561,-0.522642767722446,-0.688919301339347,-0.784572844020272,80,1,2,0,0,0,0,0,1,0,0,2009,53,177,6.01666666666667,88
350,206,9,-0.391385187877163,0,1.46492000261015,-1.37604374416066,-0.551352082361207,1.17098586251335,84,0,3,0,1,0,0,0,0,0,0,2013,67,174,6.18333333333333,92
350,206,9,-0.448019352928891,0,0.881707336994224,-0.238175775576373,0.122727290631679,0.33288927399894,91,1,2,0,0,0,0,0,0,0,0,2012,61,178,7,91
350,206,9,-0.561287683032346,0,-0.284717994237633,-0.238175775576373,-0.193677313018043,0.472572038751342,85,1,1,0,0,0,0,0,0,0,0,2010,62,178,6.61666666666667,89
350,206,9,-0.504653517980618,0,0.298494671378296,-1.09157675201459,-0.138650425426787,-1.62266943253468,79,0,1,0,0,0,0,0,0,0,0,2011,47,175,6.68333333333333,90
351,206,9,-0.504653517980618,0,0.298494671378296,-1.09157675201459,0.0677004030404232,-1.62266943253468,79,0,1,1,0,0,1,0,0,1,0,2011,47,175,6.93333333333333,90
351,206,9,-0.617921848084074,0,-0.867930659853561,-0.522642767722446,-0.496325194769951,-0.64489007926787,80,1,2,2,1,0,0,0,0,0,0,2009,54,177,6.25,88
351,206,9,-0.561287683032346,0,-0.284717994237633,-0.238175775576373,-0.0148399283464612,0.472572038751342,85,1,3,0,0,0,0,0,0,0,0,2010,62,178,6.83333333333333,89
351,206,9,-0.448019352928891,0,0.881707336994224,-0.238175775576373,0.356591562894517,0.472572038751342,91,1,1,1,0,1,0,0,0,0,0,2012,62,178,7.28333333333333,91
351,206,9,-0.391385187877163,0,1.46492000261015,-1.37604374416066,-0.345001253893997,1.17098586251335,84,0,2,0,0,0,0,0,1,0,0,2013,67,174,6.43333333333333,92
351,206,9,-0.674556013135801,0,-1.45114332546949,0.899692193007918,0.342834840996703,-0.698184658645754,79,1,2,0,0,0,0,0,1,0,0,2008,53.6184598760459,182,7.26666666666667,87
352,207,9,-0.617921848084074,0,-0.867930659853561,-0.522642767722446,0.315321397201075,-0.0861590202582643,80,1,1,0,0,0,0,1,0,0,0,2009,58,177,7.23333333333333,88
352,207,9,-0.561287683032346,0,-0.284717994237633,-0.238175775576373,0.879346995011449,0.751937568256145,85,1,1,0,0,1,0,0,1,0,0,2010,64,178,7.91666666666667,89
352,207,9,-0.391385187877163,0,1.46492000261015,-1.37604374416066,0.879346995011449,1.59003415677055,84,0,0,0,0,0,0,0,0,0,0,2013,70,174,7.91666666666667,92
352,207,9,-0.504653517980618,0,0.298494671378296,-1.09157675201459,-0.743946188930603,-1.62266943253468,79,0,0,2,0,0,0,0,0,0,0,2011,47,175,5.95,90
352,207,9,-0.674556013135801,0,-1.45114332546949,0.899692193007918,1.36083226143494,-0.177613620802813,79,1,1,0,0,0,0,1,0,0,0,2008,57.3452692556117,182,8.5,87
352,207,9,-0.448019352928891,0,0.881707336994224,-0.238175775576373,1.36083226143494,1.17098586251335,91,1,1,0,0,0,0,1,1,0,0,2012,67,178,8.5,91
353,207,9,-0.561287683032346,0,-0.284717994237633,-0.238175775576373,0.631726000850797,0.751937568256145,85,1,0,0,0,0,0,0,1,0,0,2010,64,178,7.61666666666667,89
353,207,9,-0.674556013135801,0,-1.45114332546949,0.899692193007918,1.09945454537647,-0.311273752140866,79,1,2,0,0,0,0,0,0,0,0,2008,56.3883857662638,182,8.18333333333333,87
353,207,9,-0.617921848084074,0,-0.867930659853561,-0.522642767722446,0.0952138468360511,-0.365524549763067,80,1,4,0,0,0,0,0,0,0,0,2009,56,177,6.96666666666667,88
353,207,9,-0.391385187877163,0,1.46492000261015,-1.37604374416066,0.672996166544239,1.45035139201815,84,0,1,0,0,0,0,0,0,0,0,2013,69,174,7.66666666666667,92
353,207,9,-0.504653517980618,0,0.298494671378296,-1.09157675201459,-0.977810461193441,-1.90203496203948,79,0,0,0,0,0,0,0,1,0,0,2011,45,175,5.66666666666667,90
353,207,9,-0.448019352928891,0,0.881707336994224,-0.238175775576373,1.09945454537647,1.03130309776095,91,1,1,1,0,0,0,0,0,0,0,2012,66,178,8.18333333333333,91
354,207,9,-0.617921848084074,0,-0.867930659853561,-0.522642767722446,-0.0973802597333449,-0.64489007926787,80,1,0,1,0,0,1,0,0,1,0,2009,54,177,6.73333333333333,88
354,207,9,-0.391385187877163,0,1.46492000261015,-1.37604374416066,0.439131894281401,1.31066862726575,84,0,0,0,0,0,0,0,0,0,0,2013,68,174,7.38333333333333,92
354,207,9,-0.504653517980618,0,0.298494671378296,-1.09157675201459,-1.22543145535409,-1.62266943253468,79,0,2,0,0,0,0,0,1,0,0,2011,47,175,5.36666666666667,90
354,207,9,-0.561287683032346,0,-0.284717994237633,-0.238175775576373,0.411618450485773,0.751937568256145,85,1,1,0,0,0,0,0,0,0,0,2010,64,178,7.35,89
354,207,9,-0.674556013135801,0,-1.45114332546949,0.899692193007918,0.85183355121582,-0.437899139724285,79,1,1,0,0,0,0,0,0,0,0,2008,55.4818645658288,182,7.88333333333333,87
354,207,9,-0.448019352928891,0,0.881707336994224,-0.238175775576373,0.838076829318007,0.751937568256145,91,1,1,0,1,0,0,0,0,0,0,2012,64,178,7.86666666666667,91
